Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
ZNF800		7q31.33	HOMDEL	2	109	1.8%	No
B3GAT1-DT		11q25	HOMDEL	3	109	2.8%	No
LINC00842		10q11.22	AMP	2	109	1.8%	No
RGS22		8q22.2	AMP	9	109	8.3%	No
GCA		2q24.2	AMP	2	109	1.8%	No
ZNF283		19q13.31	AMP	8	109	7.3%	No
IGDCC4		15q22.31	HOMDEL	4	109	3.7%	No
MZF1		19q13.43	AMP	18	109	16.5%	No
PTDSS2		11p15.5	AMP	26	109	23.9%	No
SEPSECS-AS1		4p15.2	AMP	2	109	1.8%	No
PF4		4q13.3	AMP	1	109	0.9%	No
SPINK14		5q32	HOMDEL	2	109	1.8%	No
NODAL		10q22.1	AMP	5	109	4.6%	No
C8G		9q34.3	HOMDEL	5	109	4.6%	No
SPATA31A7		9q12	AMP	1	109	0.9%	No
RSPH6A		19q13.3	AMP	16	109	14.7%	No
FBXO46		19q13.32	AMP	16	109	14.7%	No
MUC16		19p13.2	HOMDEL	2	109	1.8%	No
KRT24		17q21.2	AMP	5	109	4.6%	No
LMOD1		1q32.1	AMP	7	109	6.4%	No
SLC45A4		8q24.3	AMP	22	109	20.2%	No
OR51F1		11p15.4	AMP	4	109	3.7%	No
GRAMD1B		11q24.1	AMP	2	109	1.8%	No
LYPD5		19q13.31	AMP	15	109	13.8%	No
FPGT		1p31.1	AMP	3	109	2.8%	No
SPOCK1		5q31.2	HOMDEL	1	109	0.9%	No
ZAP70		2q11.2	HOMDEL	2	109	1.8%	No
PF4V1		4q13.3	AMP	1	109	0.9%	No
ARCN1		11q23.3	AMP	3	109	2.8%	No
NNMT		11q23.2	AMP	3	109	2.8%	No
COTL1		16q24.1	AMP	1	109	0.9%	No
OR2AG2		11p15.4	AMP	2	109	1.8%	No
RRN3P2		16p11.2	HOMDEL	1	109	0.9%	No
INSIG1		7q36.3	AMP	2	109	1.8%	No
MYO16		13q33.3	HOMDEL	3	109	2.8%	No
HYKK		15q25.1	HOMDEL	2	109	1.8%	No
PTBP3		9q32	AMP	1	109	0.9%	No
MTG2		20q13.33	AMP	13	109	11.9%	No
BCL9L		11q23.3	AMP	8	109	7.3%	Yes
HOXA11-AS		7p15.2	AMP	4	109	3.7%	No
PTCHD4		6p12.3	AMP	2	109	1.8%	No
SNORD114-22		14q32.31	AMP	3	109	2.8%	No
SEC13		3p25.3	AMP	1	109	0.9%	No
RPL7A		9q34.2	AMP	5	109	4.6%	No
GPR33		14q12	HOMDEL	2	109	1.8%	No
MED28		4p15.32	HOMDEL	1	109	0.9%	No
AGO3		1p34.3	AMP	1	109	0.9%	No
ADGRG6		6q24.2	AMP	1	109	0.9%	No
USP31		16p12.2	AMP	1	109	0.9%	No
SIGLEC11		19q13.33	HOMDEL	3	109	2.8%	No
OR10A4		11p15.4	HOMDEL	3	109	2.8%	No
TMEM169		2q35	HOMDEL	2	109	1.8%	No
PFAS		17p13.1	AMP	1	109	0.9%	No
TNFRSF10D		8p21.3	AMP	2	109	1.8%	No
NMT1		17q21.31	AMP	11	109	10.1%	No
DICER1		14q32.13	AMP	1	109	0.9%	Yes
SLC12A6		15q14	AMP	1	109	0.9%	No
SEC14L1		17q25.2-q25.3	AMP	6	109	5.5%	No
VCP		9p13.3	HOMDEL	2	109	1.8%	No
PRPH2		6p21.1	HOMDEL	2	109	1.8%	No
TENM4		11q14.1	HOMDEL	1	109	0.9%	No
SLC39A6		18q12.2	AMP	1	109	0.9%	No
GFOD3P		1p36.32	AMP	6	109	5.5%	No
PRR12		19q13.33	AMP	13	109	11.9%	No
ZNF575		19q13.31	AMP	16	109	14.7%	No
OC90		8q24.22	HOMDEL	1	109	0.9%	No
BRINP3		1q31.1	HOMDEL	4	109	3.7%	No
RGMB		5q15	HOMDEL	3	109	2.8%	No
ZNF43		19p12	AMP	1	109	0.9%	No
IFNA7		9p21.3	HOMDEL	24	109	22.0%	No
C15ORF32		15q26.1	AMP	5	109	4.6%	No
MARK2P9		10q23.33	HOMDEL	2	109	1.8%	No
EMC4		15q14	HOMDEL	2	109	1.8%	No
CELA1		12q13.13	HOMDEL	2	109	1.8%	No
MECR		1p35.3	AMP	2	109	1.8%	No
TEX264		3p21.2	AMP	2	109	1.8%	No
LINC00997		7p14.3	AMP	2	109	1.8%	No
GPCPD1		20p12.3	AMP	3	109	2.8%	No
TMOD4		1q21.3	AMP	20	109	18.3%	No
SIRT5		6p23	AMP	2	109	1.8%	No
TMEM179		14q32.33	AMP	11	109	10.1%	No
C1ORF56		1q21.3	AMP	19	109	17.4%	No
ALG8		11q14.1	AMP	1	109	0.9%	No
ADH1B		4q23	HOMDEL	2	109	1.8%	No
SSBP2		5q14.1	HOMDEL	3	109	2.8%	No
CDHR1		10q23.1	HOMDEL	1	109	0.9%	No
EIF2AK1		7p22.1	AMP	7	109	6.4%	No
WIPI1		17q24.2	AMP	3	109	2.8%	No
TRPC4AP		20q11.22	HOMDEL	1	109	0.9%	No
ARF1		1q42.13	AMP	20	109	18.3%	No
GALR3		22q13.1	HOMDEL	1	109	0.9%	No
LINC00548		13q14.11	AMP	2	109	1.8%	No
VAX2		2p13.3	AMP	3	109	2.8%	No
POP5		12q24.31	AMP	1	109	0.9%	No
GARS1-DT		7p14.3	AMP	2	109	1.8%	No
LRRC8A		9q34.11	AMP	5	109	4.6%	No
SERP2		13q14.11	AMP	1	109	0.9%	Yes
GGNBP1		6p21.31	AMP	3	109	2.8%	No
CABP2		11q13.2	HOMDEL	2	109	1.8%	No
ZC2HC1A		8q21.13	AMP	5	109	4.6%	No
ARF3		12q13.12	AMP	1	109	0.9%	No
H4C3		6p22.2	HOMDEL	3	109	2.8%	No
TMOD3		15q21.2	AMP	1	109	0.9%	No
TRPM8		2q37.1	AMP	2	109	1.8%	No
UCKL1		20q13.33	AMP	28	109	25.7%	No
LINC00347		13q22.1	HOMDEL	2	109	1.8%	No
CACYBP		1q25.1	AMP	11	109	10.1%	No
SUSD4		1q41	AMP	9	109	8.3%	No
MARCKSL1		1p35.1	HOMDEL	6	109	5.5%	No
PPM1H		12q14.1-q14.2	AMP	3	109	2.8%	No
PPEF2		4q21.1	HOMDEL	1	109	0.9%	No
IFNA8		9p21.3	HOMDEL	27	109	24.8%	No
STPG3-AS1		9q34.3	AMP	13	109	11.9%	No
ZNF644		1p22.2	HOMDEL	4	109	3.7%	No
SENP3		17p13	AMP	1	109	0.9%	No
LINC01126		2p21	AMP	3	109	2.8%	No
ABHD17B		9q21.13	AMP	2	109	1.8%	No
CCDC61		19q13.32	AMP	16	109	14.7%	No
ARF4		3p14.3	AMP	1	109	0.9%	No
PLN		6q22.31	HOMDEL	10	109	9.2%	No
MAPK11		22q13.33	HOMDEL	6	109	5.5%	No
SNX25		4q35.1	HOMDEL	5	109	4.6%	No
SNORD83A		22q13.1	AMP	4	109	3.7%	No
SPDEF		6p21.31	AMP	2	109	1.8%	No
TMOD2		15q21.2	AMP	1	109	0.9%	No
LINGO3		19p13.3	AMP	12	109	11.0%	No
SLC25A51P1		6q12	AMP	2	109	1.8%	No
TIPIN		15q22.31	AMP	2	109	1.8%	No
ISY1		3q21.3	AMP	2	109	1.8%	No
ADCY5		3q21.1	AMP	5	109	4.6%	No
TMEM170A		16q23.1	HOMDEL	1	109	0.9%	No
LINC00547		13q13.3	AMP	3	109	2.8%	No
KRTAP2-2		17q21.2	HOMDEL	5	109	4.6%	No
NDUFAF1		15q15.1	AMP	6	109	5.5%	No
ARL4D		17q21.31	AMP	8	109	7.3%	No
PCDHB5		5q31.3	AMP	6	109	5.5%	No
ADCY7		16q12.1	AMP	6	109	5.5%	No
SNORD83B		22q13.1	AMP	4	109	3.7%	No
RFNG		17q25.3	HOMDEL	7	109	6.4%	No
HCG9		6p22.1	HOMDEL	8	109	7.3%	No
L3MBTL1		20q13.12	HOMDEL	1	109	0.9%	No
LSM4		19p13.11	AMP	7	109	6.4%	No
MYORG		9p13.3	AMP	5	109	4.6%	No
SSH3		11q13.2	AMP	14	109	12.8%	No
ADCY6		12q13.12	AMP	1	109	0.9%	No
GPR6		6q21	HOMDEL	6	109	5.5%	No
PRRG4		11p13	AMP	4	109	3.7%	No
B3GALT6		1p36.33	HOMDEL	14	109	12.8%	No
RPL17-C18ORF32		18q21.1	HOMDEL	21	109	19.3%	No
SERTM1		13q13.3	AMP	2	109	1.8%	No
PLA2G2D		1p36.12	HOMDEL	8	109	7.3%	No
TTLL1		22q13.2	AMP	4	109	3.7%	No
LINC00900		11q23.3	AMP	2	109	1.8%	No
AIDA		1q41	HOMDEL	2	109	1.8%	No
REREP3		15q11.2	AMP	2	109	1.8%	No
USP25		21q21.1	AMP	1	109	0.9%	No
ADCY8		8q24.22	AMP	15	109	13.8%	No
PROP1		5q35.3	HOMDEL	1	109	0.9%	No
SLC7A11-AS1		4q28.3	HOMDEL	7	109	6.4%	No
LINC01349		1p21.2	AMP	2	109	1.8%	No
SELENOO		22q13.33	AMP	12	109	11.0%	No
FOXR1		11q23.3	HOMDEL	1	109	0.9%	No
PDCD6IP		3p22.3	HOMDEL	5	109	4.6%	No
ZBTB11		3q12.3	AMP	2	109	1.8%	No
ZNF302		19q13.11	AMP	5	109	4.6%	No
ARRDC2		19p13.11	AMP	8	109	7.3%	No
PDPR		16q22.1	AMP	2	109	1.8%	No
RMST		12q23.1	HOMDEL	4	109	3.7%	No
SNORD116-5		15q11.2	HOMDEL	6	109	5.5%	No
IVNS1ABP		1q25.3	HOMDEL	4	109	3.7%	No
MERTK		2q13	AMP	1	109	0.9%	Yes
KIT		4q12	HOMDEL	3	109	2.8%	Yes
CARD8		19q13.33	HOMDEL	1	109	0.9%	No
TMEM70		8q21.11	AMP	6	109	5.5%	No
OR5AR1		11q12.1	HOMDEL	7	109	6.4%	No
RPL10L		14q21.2	HOMDEL	3	109	2.8%	No
PHF20L1		8q24.22	AMP	15	109	13.8%	No
PPM1L		3q25.33-q26.1	AMP	4	109	3.7%	No
FBXO40		3q13.33	HOMDEL	1	109	0.9%	No
ADCY9		16p13.3	AMP	8	109	7.3%	No
CXCL17		19q13.2	AMP	13	109	11.9%	No
FAM107B		10p13	AMP	2	109	1.8%	No
SNORD139		22q13.1	AMP	4	109	3.7%	No
C16ORF86		16q22.1	AMP	10	109	9.2%	No
TEX15		8p12	HOMDEL	5	109	4.6%	No
PVALEF		17q25.3	HOMDEL	5	109	4.6%	No
SLC52A1		17p13.2	AMP	2	109	1.8%	No
CHCHD1		10q22.2	HOMDEL	1	109	0.9%	No
LRRC37BP1		17q11.2	AMP	5	109	4.6%	No
FAM47E-STBD1		4q21.1	HOMDEL	2	109	1.8%	No
ASPSCR1		17q25.3	AMP	10	109	9.2%	Yes
HCG11		6p22.2	AMP	2	109	1.8%	No
NUTM1		15q14	AMP	1	109	0.9%	Yes
SSR4P1		21q22.3	HOMDEL	1	109	0.9%	No
CLEC10A		17p13.1	AMP	1	109	0.9%	No
OR10H4		19p13.12	AMP	3	109	2.8%	No
RHBDD3		22q12.2	AMP	4	109	3.7%	No
PLD4		14q32.33	HOMDEL	8	109	7.3%	No
MESP2		15q26.1	AMP	6	109	5.5%	No
PHTF1		1p13.2	HOMDEL	2	109	1.8%	No
PSMD6-AS2		3p14.1	HOMDEL	10	109	9.2%	No
GSTP1		11q13.2	HOMDEL	2	109	1.8%	No
PACSIN3		11p11.2	AMP	4	109	3.7%	No
NUP85		17q25.1	HOMDEL	3	109	2.8%	No
ADCYAP1		18p11.32	AMP	5	109	4.6%	No
TLX1		10q24.31	HOMDEL	1	109	0.9%	Yes
RAMAC		15q25.2	AMP	5	109	4.6%	No
CLRN1-AS1		3q25.1	AMP	3	109	2.8%	No
METTL9		16p12.2	AMP	2	109	1.8%	No
OR52R1		11p15.4	AMP	4	109	3.7%	No
TRMT6		20p12.3	HOMDEL	1	109	0.9%	No
GPR157		1p36.22	AMP	5	109	4.6%	No
KHDRBS2		6q11.1	AMP	3	109	2.8%	No
SPATA6L		9p24.2-p24.1	AMP	3	109	2.8%	No
PTH2R		2q34	HOMDEL	1	109	0.9%	No
USP14		18p11.32	HOMDEL	4	109	3.7%	No
CSTF3-DT		11p13	AMP	4	109	3.7%	No
KCTD8		4p13	HOMDEL	7	109	6.4%	No
NHLRC3		13q13.3	AMP	2	109	1.8%	No
MOB1B		4q13.3	HOMDEL	2	109	1.8%	No
C8ORF44		8q13.1	AMP	5	109	4.6%	No
PRKCZ		1p36.33	HOMDEL	9	109	8.3%	No
ADCYAP1R1		7p14.3	AMP	3	109	2.8%	No
APH1A		1q21.2	AMP	20	109	18.3%	Yes
EXOC7		17q25.1	HOMDEL	3	109	2.8%	No
SRRM2-AS1		16p13.3	AMP	9	109	8.3%	No
PIGX		3q29	AMP	10	109	9.2%	No
OR51F2		11p15.4	AMP	4	109	3.7%	No
KRTAP12-1		21q22.3	HOMDEL	1	109	0.9%	No
AMIGO3		3p21.31	AMP	4	109	3.7%	No
ZCWPW1		7q22.1	AMP	17	109	15.6%	No
TACC3		4p16.3	AMP	7	109	6.4%	No
RTTN		18q22.2	HOMDEL	27	109	24.8%	No
C16ORF87		16q11.2	HOMDEL	2	109	1.8%	No
CNOT4		7q33	AMP	2	109	1.8%	No
MPHOSPH6		16q23.3	AMP	1	109	0.9%	No
CPNE8		12q12	HOMDEL	5	109	4.6%	No
COG5		7q22.3	AMP	3	109	2.8%	No
TMED11P		4p16.3	AMP	7	109	6.4%	No
TCAF1		7q35	AMP	4	109	3.7%	No
ADD1		4p16.3	AMP	1	109	0.9%	No
MCTP1		5q15	HOMDEL	3	109	2.8%	No
ZNF716		7p11.2	HOMDEL	1	109	0.9%	No
IPP		1p34.1	AMP	3	109	2.8%	No
LGR5		12q21.1	AMP	4	109	3.7%	Yes
CFH		1q31.3	HOMDEL	5	109	4.6%	No
ZNHIT1		7q22.1	AMP	19	109	17.4%	No
TSNAXIP1		16q22.1	HOMDEL	1	109	0.9%	No
NME6		3p21.31	AMP	1	109	0.9%	No
FSTL5		4q32.2	HOMDEL	6	109	5.5%	No
LINC01829		2p14	AMP	1	109	0.9%	No
CHRNB1		17p13.1	HOMDEL	6	109	5.5%	No
FREM2		13q13.3	HOMDEL	2	109	1.8%	No
ERCC6L2-AS1		9q22.32	AMP	2	109	1.8%	No
ADD2		2p13.3	AMP	3	109	2.8%	No
SS18L1		20q13.33	HOMDEL	1	109	0.9%	Yes
CLSTN3		12p13.31	AMP	5	109	4.6%	No
CR2		1q32.2	HOMDEL	1	109	0.9%	No
ALDH1A2		15q21.3	HOMDEL	1	109	0.9%	No
LRRC72		7p21.1	AMP	1	109	0.9%	No
FAM174A		5q21.1	HOMDEL	2	109	1.8%	No
PDX1		13q12.2	AMP	4	109	3.7%	No
PMP22		17p12	HOMDEL	4	109	3.7%	No
SAAL1		11p15.1	HOMDEL	1	109	0.9%	No
BLZF1		1q24.2	AMP	8	109	7.3%	No
OR5D18		11q12.1	AMP	1	109	0.9%	No
CDC40		6q21	AMP	1	109	0.9%	No
SLC9C1		3q13.2	HOMDEL	3	109	2.8%	No
PIBF1		13q21.33-q22.1	AMP	2	109	1.8%	No
USP17L25		4p16.1	HOMDEL	1	109	0.9%	No
DMAC2L		14q21.3	AMP	6	109	5.5%	No
PHACTR2		6q24.2	AMP	1	109	0.9%	No
DNASE1L3		3p14.3	HOMDEL	6	109	5.5%	No
CYP4Z1		1p33	HOMDEL	4	109	3.7%	No
LINC00525		7p12.3	AMP	2	109	1.8%	No
REEP5		5q22.2	HOMDEL	1	109	0.9%	No
SLC30A9		4p13	AMP	2	109	1.8%	No
TMEM204		16p13.3	HOMDEL	4	109	3.7%	No
CDK5		7q36.1	HOMDEL	1	109	0.9%	No
HOOK1		1p32.1	AMP	2	109	1.8%	No
LRAT		4q32.1	HOMDEL	6	109	5.5%	No
PPIH		1p34.2	AMP	6	109	5.5%	No
LINC01619		12q21.33	HOMDEL	6	109	5.5%	No
RNF157-AS1		17q25.1	HOMDEL	2	109	1.8%	No
SLK		10q24.33-q25.1	AMP	2	109	1.8%	No
OR2M1P		1q44	HOMDEL	4	109	3.7%	No
CCDC3		10p13	AMP	3	109	2.8%	No
OR4D6		11q12.1	HOMDEL	1	109	0.9%	No
SPMIP3		1q44	AMP	10	109	9.2%	No
HINT3		6q22.32	HOMDEL	7	109	6.4%	No
ANKRD26P1		16q11.2	AMP	2	109	1.8%	No
NUTF2		16q22.1	AMP	7	109	6.4%	No
FGF2		4q28.1	HOMDEL	5	109	4.6%	Yes
OR5D14		11q11	AMP	1	109	0.9%	No
ZMYND10		3p21.31	AMP	6	109	5.5%	No
SLC35F4		14q22.3-q23.1	HOMDEL	1	109	0.9%	No
SFTPA2		10q22.3	HOMDEL	1	109	0.9%	No
ZNF225-AS1		19q13.31	AMP	7	109	6.4%	No
ZBTB1		14q23.3	HOMDEL	3	109	2.8%	No
OR2M2		1q44	HOMDEL	4	109	3.7%	No
CLDN10		13q32.1	HOMDEL	1	109	0.9%	No
BHLHA15		7q21.3	AMP	7	109	6.4%	No
GAS5-AS1		1q25.1	AMP	12	109	11.0%	No
STC2		5q35.2	HOMDEL	1	109	0.9%	No
KRTAP9-8		17q21.2	HOMDEL	5	109	4.6%	No
PCMT1		6q25.1	HOMDEL	3	109	2.8%	No
SEMA4F		2p13.1	HOMDEL	2	109	1.8%	No
MPZL2		11q23.3	AMP	2	109	1.8%	No
OR5L1		11q12.1	AMP	1	109	0.9%	No
FAM138B		2q14.1	AMP	3	109	2.8%	No
SNHG16		17q25.1	AMP	6	109	5.5%	No
CHST15		10q26.13	AMP	1	109	0.9%	No
SLC39A13		11p11.2	HOMDEL	1	109	0.9%	No
DNAAF3		19q13.42	AMP	18	109	16.5%	No
GPRC6A		6q22.1	HOMDEL	10	109	9.2%	No
NDUFA6-DT		22q13.2	AMP	7	109	6.4%	No
BRI3BP		12q24.31	HOMDEL	3	109	2.8%	No
KREMEN2		16p13.3	HOMDEL	4	109	3.7%	No
NOC4L		12q24.33	AMP	6	109	5.5%	No
HPDL		1p34.1	AMP	5	109	4.6%	No
UBR5		8q22.3	AMP	8	109	7.3%	Yes
ALOX12P2		17p13.1	HOMDEL	6	109	5.5%	No
FST		5q11.2	AMP	2	109	1.8%	No
EIF2AK4		15q15.1	HOMDEL	1	109	0.9%	No
MTCL2		20q11.23	AMP	5	109	4.6%	No
DHRS2		14q11.2	AMP	3	109	2.8%	No
FAM167A		8p23.1	AMP	4	109	3.7%	No
ARMC5		16p11.2	HOMDEL	2	109	1.8%	No
SH3GLB1		1p22.3	AMP	2	109	1.8%	No
ORAI1		12q24.31	HOMDEL	2	109	1.8%	No
PPM1G		2p23.3	HOMDEL	2	109	1.8%	No
SHCBP1L		1q25.3	HOMDEL	2	109	1.8%	No
ANKRD30A		10p11.21	AMP	2	109	1.8%	No
ANKLE1		19p13.11	AMP	6	109	5.5%	No
MRPL45P2		17q21.32	AMP	5	109	4.6%	No
CTAGE7P		10q26.3	AMP	2	109	1.8%	No
MORC3		21q22.12	HOMDEL	1	109	0.9%	No
LINC01548		21q22.11	HOMDEL	1	109	0.9%	No
TIMM44		19p13.2	AMP	8	109	7.3%	No
PSMA8		18q11.2	AMP	8	109	7.3%	No
TLDC2		20q11.23	AMP	5	109	4.6%	No
H3-5		12p11.21	AMP	5	109	4.6%	Yes
DCLK1		13q13.3	HOMDEL	1	109	0.9%	No
CALCRL		2q32.1	AMP	3	109	2.8%	No
ATF6		1q23.3	HOMDEL	1	109	0.9%	No
MAMDC2-AS1		9q21.12	AMP	3	109	2.8%	No
PLA1A		3q13.33	AMP	1	109	0.9%	No
OR2G2		1q44	HOMDEL	3	109	2.8%	No
URB1-AS1		21q22.11	HOMDEL	1	109	0.9%	No
XIRP2		2q24.3	HOMDEL	1	109	0.9%	No
LINC02894		8q22.1	AMP	6	109	5.5%	No
TYSND1		10q22.1	HOMDEL	1	109	0.9%	No
PADI6		1p36.13	HOMDEL	8	109	7.3%	No
PHF5A		22q13.2	AMP	6	109	5.5%	No
NF1		17q11.2	HOMDEL	1	109	0.9%	Yes
SH3BP5		3p25.1	HOMDEL	1	109	0.9%	No
DACT3		19q13.32	HOMDEL	1	109	0.9%	No
SPATA31D5P		9q21.32	AMP	1	109	0.9%	No
UGT2A3		4q13.2	HOMDEL	13	109	11.9%	No
RPL21		13q12.2	AMP	3	109	2.8%	No
UBP1		3p22.3	AMP	2	109	1.8%	No
CEP170P1		4q26	HOMDEL	4	109	3.7%	No
COL6A6		3q22.1	HOMDEL	1	109	0.9%	No
OR4C6		11q11	AMP	1	109	0.9%	No
SEC14L5		16p13.3	HOMDEL	1	109	0.9%	No
SNX14		6q14.3	HOMDEL	8	109	7.3%	No
TRABD		22q13.33	HOMDEL	5	109	4.6%	No
TRIP11		14q32.12	HOMDEL	5	109	4.6%	Yes
PPFIA3		19q13.33	AMP	13	109	11.9%	No
RGPD3		2q12.2	AMP	1	109	0.9%	No
NOS3		7q36.1	AMP	16	109	14.7%	No
FER1L6-AS1		8q24.13	AMP	15	109	13.8%	No
A1BG		19q13.43	AMP	16	109	14.7%	No
ROR1		1p31.3	HOMDEL	2	109	1.8%	No
DYNAP		18q21.2	HOMDEL	26	109	23.9%	No
UNC5B		10q22.1	AMP	5	109	4.6%	No
UBTF		17q21.31	AMP	12	109	11.0%	Yes
TFAP2A		6p24.3	HOMDEL	4	109	3.7%	No
RAB30-DT		11q14.1	HOMDEL	1	109	0.9%	No
MYO1E		15q22.2	HOMDEL	1	109	0.9%	No
UPK3BL1		7q22.1	HOMDEL	2	109	1.8%	No
L3MBTL4		18p11.31	HOMDEL	3	109	2.8%	No
TCF23		2p23.3	HOMDEL	2	109	1.8%	No
AGPS		2q31.2	AMP	3	109	2.8%	No
ZNF530		19q13.43	AMP	9	109	8.3%	No
SHROOM1		5q31.1	HOMDEL	1	109	0.9%	No
ESRRA		11q13.1	HOMDEL	5	109	4.6%	No
RNF166		16q24.2-q24.3	AMP	8	109	7.3%	No
PRSS54		16q21	HOMDEL	1	109	0.9%	No
BCL2L2-PABPN1		14q11.2	AMP	5	109	4.6%	No
MED26		19p13.11	HOMDEL	1	109	0.9%	No
EIF3E		8q23.1	AMP	8	109	7.3%	Yes
RPL22		1p36.31	AMP	6	109	5.5%	Yes
GALNT9-AS1		12q24.33	HOMDEL	4	109	3.7%	No
ADPGK-AS1		15q24.1	HOMDEL	1	109	0.9%	No
MAD2L1BP		6p21.1	HOMDEL	2	109	1.8%	No
SPAG17		1p12	AMP	2	109	1.8%	No
SBNO1		12q24.31	HOMDEL	3	109	2.8%	No
ELFN2		22q13.1	AMP	3	109	2.8%	No
VTCN1		1p13.1-p12	HOMDEL	3	109	2.8%	Yes
LMO4		1p22.3	AMP	2	109	1.8%	No
SPDYE6		7q22.1	HOMDEL	1	109	0.9%	No
TMEFF2		2q32.3	AMP	3	109	2.8%	No
TMEM145		19q13.2	AMP	15	109	13.8%	No
TNNT3		11p15.5	HOMDEL	4	109	3.7%	No
CCDC74B		2q21.1	HOMDEL	1	109	0.9%	No
A2MP1		12p13.31	AMP	2	109	1.8%	No
RPL23A		17q11.2	AMP	8	109	7.3%	No
CHODL		21q21.1	HOMDEL	4	109	3.7%	No
POM121L2		6p22.1	HOMDEL	5	109	4.6%	No
INSRR		1q23.1	AMP	18	109	16.5%	No
BIN3		8p21.3	AMP	2	109	1.8%	No
TEX101		19q13.31	AMP	11	109	10.1%	No
HS3ST1		4p15.33	HOMDEL	2	109	1.8%	No
HSD3BP4		1p12	HOMDEL	4	109	3.7%	No
LRFN2		6p21.2-p21.1	HOMDEL	1	109	0.9%	No
UCHL1		4p13	AMP	2	109	1.8%	Yes
OR4S2		11q11	AMP	1	109	0.9%	No
ZNF670		1q44	AMP	8	109	7.3%	No
FMNL2		2q23.3	AMP	3	109	2.8%	No
RASSF6		4q13.3	HOMDEL	4	109	3.7%	No
PPP1R36		14q23.3	HOMDEL	2	109	1.8%	No
PRR19		19q13.2	AMP	15	109	13.8%	No
EGLN2		19q13.2	AMP	17	109	15.6%	No
ZBED2		3q13.13	HOMDEL	1	109	0.9%	No
NOS2		17q11.2	AMP	5	109	4.6%	No
APOL1		22q12.3	AMP	1	109	0.9%	No
SCGB1C2		17p13.3	AMP	18	109	16.5%	No
AKR1B15		7q33	AMP	1	109	0.9%	No
CEMIP2		9q21.13	AMP	2	109	1.8%	No
IGFL4		19q13.32	AMP	16	109	14.7%	No
CABLES1		18q11.2	HOMDEL	1	109	0.9%	No
ARHGAP32		11q24.3	AMP	3	109	2.8%	No
TMEM45A		3q12.2	HOMDEL	1	109	0.9%	No
LINC01005		7q11.21	AMP	3	109	2.8%	No
IKZF2		2q34	HOMDEL	1	109	0.9%	Yes
ARHGAP5-AS1		14q12	AMP	3	109	2.8%	No
FAM187B		19q13.12	AMP	17	109	15.6%	No
DNASE1L2		16p13.3	HOMDEL	4	109	3.7%	No
TGFBR1		9q22.33	HOMDEL	1	109	0.9%	Yes
MREG		2q35	HOMDEL	2	109	1.8%	No
ELFN1		7p22.3	AMP	15	109	13.8%	No
TPT1-AS1		13q14.13	AMP	1	109	0.9%	No
STX12		1p35.3	AMP	1	109	0.9%	No
CDCP2		1p32.3	HOMDEL	5	109	4.6%	No
PAIP2B		2p13.3	HOMDEL	3	109	2.8%	No
SMCO3		12p12.3	AMP	2	109	1.8%	No
KHDC1L		6q13	HOMDEL	2	109	1.8%	No
IFT140		16p13.3	AMP	14	109	12.8%	No
UCHL3		13q22.2	AMP	1	109	0.9%	No
DEPDC5		22q12.2-q12.3	HOMDEL	2	109	1.8%	No
PHKB		16q12.1	HOMDEL	3	109	2.8%	No
PGAP3		17q12	AMP	10	109	9.2%	No
OR5A1		11q12.1	HOMDEL	1	109	0.9%	No
ZNF496		1q44	AMP	9	109	8.3%	No
INSR		19p13.2	AMP	7	109	6.4%	Yes
PI4K2B		4p15.2	HOMDEL	3	109	2.8%	No
ZNF608		5q23.2	HOMDEL	2	109	1.8%	No
RAB39A		11q22.3	HOMDEL	1	109	0.9%	No
RAMP2-AS1		17q21.2	AMP	5	109	4.6%	No
SAE1P1		11q24.1	HOMDEL	1	109	0.9%	No
NUP107-DT		12q15	AMP	3	109	2.8%	No
SGSM1		22q11.23	AMP	3	109	2.8%	No
SMG1P3		16p12.2	AMP	4	109	3.7%	No
UPK1B		3q13.32	AMP	1	109	0.9%	No
CHRNA6		8p11.21	HOMDEL	1	109	0.9%	No
ZNF536		19q12	AMP	5	109	4.6%	No
ACAT1		11q22.3	HOMDEL	5	109	4.6%	No
ASB5		4q34.2	HOMDEL	7	109	6.4%	No
CYP4Z2P		1p33	AMP	3	109	2.8%	No
SNORD62B		9q34.13	HOMDEL	1	109	0.9%	No
DCANP1		5q31.1	HOMDEL	1	109	0.9%	No
RAX2		19p13.3	AMP	9	109	8.3%	No
INSM1		20p11.23	AMP	3	109	2.8%	No
STK11IP		2q35	AMP	8	109	7.3%	No
H2AC1		6p22.2	AMP	2	109	1.8%	No
IRAK3		12q14.3	HOMDEL	2	109	1.8%	No
FRK		6q22.1	AMP	1	109	0.9%	No
ACAP1		17p13.1	AMP	1	109	0.9%	No
FAM83E		19q13.33	HOMDEL	2	109	1.8%	No
STARD4		5q22.1	HOMDEL	2	109	1.8%	No
LMCD1		3p25.3	HOMDEL	3	109	2.8%	No
CLVS2		6q22.31	AMP	1	109	0.9%	No
UCN		2p23.3	AMP	3	109	2.8%	No
HTR5A-AS1		7q36.2	HOMDEL	1	109	0.9%	No
ZNF248		10p11.21	AMP	1	109	0.9%	No
ARB2BP		3q12.3	HOMDEL	2	109	1.8%	No
INSL4		9p24.1	AMP	2	109	1.8%	No
