Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
DOCK8-AS1		9p24.3	AMP	1	184	0.5%	No
MBD1		18q21.1	HOMDEL	5	184	2.7%	No
PEX14		1p36.22	AMP	2	184	1.1%	No
PAK2		3q29	AMP	5	184	2.7%	No
NUP133-DT		1q42.13	AMP	3	184	1.6%	No
NOP2		12p13.31	AMP	5	184	2.7%	No
PCDHA4		5q31.3	AMP	2	184	1.1%	No
RGS22		8q22.2	AMP	8	184	4.3%	No
RYR1		19q13.2	AMP	12	184	6.5%	No
GCA		2q24.2	AMP	2	184	1.1%	No
ZNF283		19q13.31	AMP	4	184	2.2%	No
HAR1B		20q13.33	AMP	2	184	1.1%	No
MZF1		19q13.43	AMP	3	184	1.6%	No
PTDSS2		11p15.5	AMP	1	184	0.5%	No
PAK3		Xq23	AMP	1	184	0.5%	Yes
PF4		4q13.3	AMP	1	184	0.5%	No
NDUFA10		2q37.3	AMP	2	184	1.1%	No
NODAL		10q22.1	AMP	1	184	0.5%	No
HCG14		6p22.1	AMP	2	184	1.1%	No
XPO7		8p21.3	HOMDEL	2	184	1.1%	No
PCDHA3		5q31.3	AMP	2	184	1.1%	No
ADAT1		16q23.1	AMP	1	184	0.5%	No
SPATA31A7		9q12	AMP	3	184	1.6%	No
RSPH6A		19q13.3	AMP	4	184	2.2%	No
FBXO46		19q13.32	AMP	4	184	2.2%	No
SUSD5		3p22.3	AMP	1	184	0.5%	No
EHF		11p13	AMP	2	184	1.1%	No
GAGE12G		Xp11.23	HOMDEL	1	184	0.5%	No
KRTAP1-4		17q21.2	AMP	3	184	1.6%	No
KRT24		17q21.2	AMP	3	184	1.6%	No
RYR2		1q43	AMP	3	184	1.6%	No
TMOD2		15q21.2	HOMDEL	1	184	0.5%	No
DUXA		19q13.43	AMP	3	184	1.6%	No
LMOD1		1q32.1	AMP	3	184	1.6%	No
SLC45A4		8q24.3	AMP	16	184	8.7%	No
ZNF304		19q13.43	AMP	3	184	1.6%	No
DLGAP1-AS5		18p11.31	AMP	3	184	1.6%	No
LYPD5		19q13.31	AMP	4	184	2.2%	No
SERP1		3q25.1	AMP	3	184	1.6%	No
GAB3		Xq28	AMP	4	184	2.2%	No
GK		Xp21.2	HOMDEL	2	184	1.1%	No
PF4V1		4q13.3	AMP	1	184	0.5%	No
ZNF41		Xp11.3	AMP	1	184	0.5%	No
NDUFA9		12p13.3	AMP	5	184	2.7%	No
COTL1		16q24.1	AMP	2	184	1.1%	No
PCDHA2		5q31.3	AMP	2	184	1.1%	No
SLC16A8		22q13.1	AMP	1	184	0.5%	No
INSIG1		7q36.3	AMP	2	184	1.1%	No
LCE2C		1q21.3	AMP	7	184	3.8%	No
CHD4		12p13.31	AMP	5	184	2.7%	Yes
CLIP2		7q11.23	AMP	2	184	1.1%	No
MTG2		20q13.33	AMP	2	184	1.1%	No
HOXA11-AS		7p15.2	AMP	1	184	0.5%	No
DCLRE1C		10p13	AMP	1	184	0.5%	No
PTCHD4		6p12.3	AMP	2	184	1.1%	No
OSBPL3		7p15.3	AMP	2	184	1.1%	No
CLIC4		1p36.11	AMP	1	184	0.5%	No
DPRX		19q13.42	AMP	2	184	1.1%	No
RUNDC1		17q21.31	AMP	4	184	2.2%	No
AGO3		1p34.3	AMP	1	184	0.5%	No
MIR205HG		1q32.2	AMP	3	184	1.6%	No
GPR20		8q24.3	HOMDEL	1	184	0.5%	No
KLHL6		3q27.1	AMP	3	184	1.6%	Yes
STX17-DT		9q31.1	HOMDEL	1	184	0.5%	No
NEB		2q23.3	AMP	1	184	0.5%	No
NMT1		17q21.31	AMP	4	184	2.2%	No
SURF6		9q34.2	HOMDEL	1	184	0.5%	No
PCDHA1		5q31.3	AMP	2	184	1.1%	No
AKR1C4		10p15.1	AMP	2	184	1.1%	No
DIRC3		2q35	AMP	3	184	1.6%	No
SEC14L1		17q25.2-q25.3	AMP	1	184	0.5%	No
LAT2		7q11.23	AMP	2	184	1.1%	No
ATG3		3q13.2	AMP	1	184	0.5%	No
ZNF454		5q35.3	AMP	2	184	1.1%	No
SLC39A6		18q12.2	AMP	4	184	2.2%	No
GFOD3P		1p36.32	AMP	4	184	2.2%	No
PRR12		19q13.33	AMP	2	184	1.1%	No
ZNF575		19q13.31	AMP	4	184	2.2%	No
FOXS1		20q11.21	AMP	1	184	0.5%	No
ALOX5AP		13q12.3	AMP	1	184	0.5%	No
CFP		Xp11.23	AMP	1	184	0.5%	No
SIGLEC12		19q13.41	AMP	2	184	1.1%	No
TNFRSF11A		18q21.33	AMP	1	184	0.5%	Yes
HAR1A		20q13.33	AMP	2	184	1.1%	No
TLX1NB		10q24.31	AMP	1	184	0.5%	No
ZNF43		19p12	AMP	1	184	0.5%	No
AREG		4q13.3	AMP	1	184	0.5%	No
IFNA7		9p21.3	HOMDEL	24	184	13.0%	No
C15ORF32		15q26.1	AMP	4	184	2.2%	No
MIR3936HG		5q31.1	HOMDEL	1	184	0.5%	No
CELA1		12q13.13	HOMDEL	1	184	0.5%	No
LINC00997		7p14.3	AMP	1	184	0.5%	No
PRKAG3		2q35	AMP	2	184	1.1%	No
TMOD4		1q21.3	AMP	5	184	2.7%	No
ACBD3		1q42.12	HOMDEL	1	184	0.5%	No
C10ORF71		10q11.23	HOMDEL	1	184	0.5%	No
IL4		5q31.1	HOMDEL	1	184	0.5%	No
SPSB1		1p36.22	AMP	3	184	1.6%	No
CR2		1q32.2	AMP	3	184	1.6%	No
C1ORF56		1q21.3	AMP	5	184	2.7%	No
COQ2		4q21.23	AMP	1	184	0.5%	No
WIPI1		17q24.2	AMP	3	184	1.6%	No
ZNF687		1q21.3	AMP	5	184	2.7%	No
ARF1		1q42.13	AMP	3	184	1.6%	No
CCDC28A		6q24.1	HOMDEL	1	184	0.5%	No
SCGN		6p22.2	AMP	2	184	1.1%	No
VAX2		2p13.3	AMP	1	184	0.5%	No
GARS1-DT		7p14.3	AMP	2	184	1.1%	No
ZNF451		6p12.1	AMP	3	184	1.6%	No
FGD4		12p11.21	AMP	6	184	3.3%	No
ZC2HC1A		8q21.13	AMP	9	184	4.9%	No
LYRM9		17q11.2	AMP	1	184	0.5%	No
CCNYL6		19p12	AMP	1	184	0.5%	No
ARF3		12q13.12	AMP	1	184	0.5%	No
TRPM8		2q37.1	AMP	2	184	1.1%	No
UCKL1		20q13.33	AMP	2	184	1.1%	No
EVA1B		1p34.3	AMP	1	184	0.5%	No
CACYBP		1q25.1	AMP	5	184	2.7%	No
SUSD4		1q41	AMP	3	184	1.6%	No
PPM1H		12q14.1-q14.2	AMP	2	184	1.1%	No
NEK10		3p24.1	HOMDEL	1	184	0.5%	No
IFNA8		9p21.3	HOMDEL	28	184	15.2%	No
NUP62CL		Xq22.3	AMP	1	184	0.5%	No
CRABP1		15q25.1	AMP	2	184	1.1%	No
DNPH1		6p21.1	AMP	4	184	2.2%	No
STPG3-AS1		9q34.3	AMP	1	184	0.5%	No
MZB1		5q31.2	AMP	2	184	1.1%	No
CCDC61		19q13.32	AMP	4	184	2.2%	No
BCO1		16q23.2	AMP	1	184	0.5%	No
PCDHB6		5q31.3	AMP	2	184	1.1%	No
PLN		6q22.31	HOMDEL	1	184	0.5%	No
MAPK11		22q13.33	HOMDEL	3	184	1.6%	No
ALOX12P2		17p13.1	AMP	1	184	0.5%	No
SNX25		4q35.1	HOMDEL	1	184	0.5%	No
SNORD83A		22q13.1	AMP	1	184	0.5%	No
SPHAR		1q42.13	HOMDEL	1	184	0.5%	No
OTUD3		1p36.13	HOMDEL	2	184	1.1%	No
SPDEF		6p21.31	AMP	2	184	1.1%	No
NSL1		1q32.3	AMP	3	184	1.6%	No
SLC25A51P1		6q12	AMP	1	184	0.5%	No
FAM120A2P		9q22.31	HOMDEL	1	184	0.5%	No
HOMEZ		14q11.2	AMP	1	184	0.5%	No
ISY1		3q21.3	AMP	1	184	0.5%	No
ADCY5		3q21.1	AMP	1	184	0.5%	No
DBF4B		17q21.31	AMP	4	184	2.2%	No
DIAPH1-AS1		5q31.3	HOMDEL	1	184	0.5%	No
ROS1		6q22.1	HOMDEL	1	184	0.5%	Yes
FAM231AP		1p36.13	AMP	1	184	0.5%	No
HGH1		8q24.3	AMP	16	184	8.7%	No
IPCEF1		6q25.2	AMP	1	184	0.5%	No
PCDHB4		5q31.3	AMP	2	184	1.1%	No
ARL4D		17q21.31	AMP	3	184	1.6%	No
PCDHB5		5q31.3	AMP	2	184	1.1%	No
ADCY7		16q12.1	AMP	1	184	0.5%	No
SNORD83B		22q13.1	AMP	1	184	0.5%	No
WWTR1		3q25.1	AMP	3	184	1.6%	Yes
PDZD4		Xq28	AMP	4	184	2.2%	No
MYORG		9p13.3	AMP	5	184	2.7%	No
SSH3		11q13.2	AMP	1	184	0.5%	No
GNMT		6p21.1	AMP	3	184	1.6%	No
ADCY6		12q13.12	AMP	1	184	0.5%	No
GPR6		6q21	HOMDEL	1	184	0.5%	No
PRRG4		11p13	AMP	1	184	0.5%	No
B3GALT6		1p36.33	HOMDEL	1	184	0.5%	No
DNAJC17		15q15.1	AMP	1	184	0.5%	No
RPL17-C18ORF32		18q21.1	HOMDEL	5	184	2.7%	No
PLA2G2F		1p36.12	HOMDEL	2	184	1.1%	No
PLA2G2D		1p36.12	HOMDEL	2	184	1.1%	No
TTLL1		22q13.2	AMP	2	184	1.1%	No
AIDA		1q41	HOMDEL	1	184	0.5%	No
ADCY8		8q24.22	AMP	20	184	10.9%	No
CPSF1		8q24.3	AMP	16	184	8.7%	No
ZNF302		19q13.11	AMP	7	184	3.8%	No
PDPR		16q22.1	AMP	1	184	0.5%	No
SNORD116-5		15q11.2	HOMDEL	1	184	0.5%	No
FAM86C1P		11q13.4	AMP	2	184	1.1%	No
TMPRSS11GP		4q13.2	HOMDEL	1	184	0.5%	No
PRRG3		Xq28	AMP	4	184	2.2%	No
TRAF3IP2		6q21	HOMDEL	2	184	1.1%	No
TMEM70		8q21.11	AMP	8	184	4.3%	No
PHF20L1		8q24.22	AMP	19	184	10.3%	No
PPM1L		3q25.33-q26.1	AMP	4	184	2.2%	No
NPAP1		15q11.2	HOMDEL	1	184	0.5%	No
ZNF341-AS1		20q11.22	AMP	1	184	0.5%	No
CXCL17		19q13.2	AMP	2	184	1.1%	No
ALPI		2q37.1	AMP	2	184	1.1%	No
FAM107B		10p13	AMP	2	184	1.1%	No
SNORD139		22q13.1	AMP	1	184	0.5%	No
GPR162		12p13	AMP	5	184	2.7%	No
TEX15		8p12	HOMDEL	1	184	0.5%	No
GPKOW		Xp11.23	AMP	1	184	0.5%	No
LRRC37BP1		17q11.2	AMP	4	184	2.2%	No
ASPSCR1		17q25.3	AMP	1	184	0.5%	Yes
HCG11		6p22.2	AMP	1	184	0.5%	No
ERN2		16p12.2	AMP	1	184	0.5%	No
CLEC10A		17p13.1	AMP	1	184	0.5%	No
PAX6		11p13	AMP	1	184	0.5%	No
FBXW4		10q24.32	HOMDEL	1	184	0.5%	No
GDAP2		1p12	AMP	4	184	2.2%	No
CT55		Xq26.3	AMP	2	184	1.1%	No
SS18L1		20q13.33	AMP	2	184	1.1%	Yes
MESP2		15q26.1	AMP	4	184	2.2%	No
EFCAB9		5q35.1	HOMDEL	1	184	0.5%	No
DNAJC4		11q13.1	HOMDEL	1	184	0.5%	No
PRC1-AS1		15q26.1	AMP	4	184	2.2%	No
H3C4		6p22.2	HOMDEL	2	184	1.1%	Yes
PACSIN3		11p11.2	AMP	2	184	1.1%	No
ADCYAP1		18p11.32	AMP	4	184	2.2%	No
TLX1		10q24.31	HOMDEL	1	184	0.5%	Yes
TRA2A		7p15.3	AMP	1	184	0.5%	No
ALPL		1p36.12	AMP	1	184	0.5%	No
RAMAC		15q25.2	AMP	3	184	1.6%	No
CLRN1-AS1		3q25.1	AMP	3	184	1.6%	No
GOLGA2P7		15q25.2	AMP	3	184	1.6%	No
ARHGEF16		1p36.32	AMP	3	184	1.6%	No
RPRD1A		18q12.2	AMP	4	184	2.2%	No
TEDC2		16p13.3	AMP	1	184	0.5%	No
GPR157		1p36.22	AMP	3	184	1.6%	No
KHDRBS2		6q11.1	AMP	1	184	0.5%	No
MLF1-DT		3q25.32	AMP	4	184	2.2%	No
INO80C		18q12.2	AMP	3	184	1.6%	No
SPATA6L		9p24.2-p24.1	AMP	1	184	0.5%	No
OTOS		2q37.3	AMP	2	184	1.1%	No
WDFY1		2q36.1	AMP	3	184	1.6%	No
TBC1D22A		22q13.31	HOMDEL	2	184	1.1%	No
CSTF3-DT		11p13	AMP	1	184	0.5%	No
PAX7		1p36.13	AMP	1	184	0.5%	Yes
CHD5		1p36.31	AMP	3	184	1.6%	No
PTOV1		19q13.33	AMP	2	184	1.1%	No
PRICKLE1		12q12	HOMDEL	1	184	0.5%	No
LACTBL1		1p36.12	AMP	1	184	0.5%	No
LINC00574		6q27	HOMDEL	1	184	0.5%	No
CT47A11		Xq24	AMP	1	184	0.5%	No
C8ORF44		8q13.1	AMP	7	184	3.8%	No
PRKX		Xp22.33	HOMDEL	1	184	0.5%	No
PRKCZ		1p36.33	HOMDEL	1	184	0.5%	No
ZNF674-AS1		Xp11.3	AMP	1	184	0.5%	No
ADCYAP1R1		7p14.3	AMP	2	184	1.1%	No
APH1A		1q21.2	AMP	5	184	2.7%	Yes
S100A9		1q21.3	AMP	7	184	3.8%	No
PIGX		3q29	AMP	5	184	2.7%	No
ARFIP1		4q31.3	AMP	1	184	0.5%	No
LINC01806		2q24.2	AMP	2	184	1.1%	No
RESF1		12p11.21	AMP	9	184	4.9%	No
ZCWPW1		7q22.1	AMP	6	184	3.3%	No
MRTFA		22q13.1-q13.2	AMP	3	184	1.6%	Yes
TACC3		4p16.3	AMP	4	184	2.2%	No
FAM47E-STBD1		4q21.1	AMP	1	184	0.5%	No
RTTN		18q22.2	HOMDEL	5	184	2.7%	No
MYO19		17q12	AMP	4	184	2.2%	No
OPHN1		Xq12	AMP	1	184	0.5%	No
MPHOSPH6		16q23.3	AMP	1	184	0.5%	No
SLCO1B1		12p12.1	AMP	4	184	2.2%	No
CPNE8		12q12	HOMDEL	1	184	0.5%	No
TLR6		4p14	AMP	1	184	0.5%	No
COG5		7q22.3	AMP	4	184	2.2%	No
TMED11P		4p16.3	AMP	4	184	2.2%	No
TCAF1		7q35	AMP	1	184	0.5%	No
ADD1		4p16.3	AMP	1	184	0.5%	No
TRIM15		6p22.1	AMP	3	184	1.6%	No
P4HA2		5q31.1	HOMDEL	1	184	0.5%	No
BARHL1		9q34.13	HOMDEL	1	184	0.5%	No
KCNQ2		20q13.33	AMP	2	184	1.1%	No
CPTP		1p36.33	HOMDEL	1	184	0.5%	No
ATF6B		6p21.3	AMP	4	184	2.2%	No
CHML		1q43	AMP	4	184	2.2%	No
ANXA9		1q21.3	AMP	5	184	2.7%	No
GAGE2A		Xp11.23	AMP	1	184	0.5%	No
LGR5		12q21.1	AMP	3	184	1.6%	Yes
RLN2		9p24.1	AMP	1	184	0.5%	No
PORCN		Xp11.23	HOMDEL	1	184	0.5%	No
TNFRSF11B		8q24.12	AMP	16	184	8.7%	No
CREBL2		12p13.1	AMP	5	184	2.7%	No
ZNHIT1		7q22.1	AMP	5	184	2.7%	No
FSTL5		4q32.2	HOMDEL	1	184	0.5%	No
CHRNB1		17p13.1	HOMDEL	1	184	0.5%	No
FLT1		13q12.3	AMP	1	184	0.5%	Yes
ASAP1-IT2		8q24.21	AMP	20	184	10.9%	No
LINC01704		1q23.1	AMP	7	184	3.8%	No
DDX46		5q31.1	AMP	2	184	1.1%	No
CLSTN3		12p13.31	AMP	5	184	2.7%	No
SLC38A4		12q13.11	HOMDEL	1	184	0.5%	No
FAM230I		22q11.23	HOMDEL	1	184	0.5%	No
CHN1		2q31.1	AMP	1	184	0.5%	Yes
NOP16		5q35.2	AMP	2	184	1.1%	No
LRRC72		7p21.1	AMP	1	184	0.5%	No
LCE1F		1q21.3	AMP	7	184	3.8%	No
BLZF1		1q24.2	AMP	6	184	3.3%	No
CMAHP		6p22.3	AMP	2	184	1.1%	No
SBSN		19q13.12	AMP	6	184	3.3%	No
TRAPPC2B		19q13.43	AMP	3	184	1.6%	No
PIBF1		13q21.33-q22.1	AMP	1	184	0.5%	No
LINC01947		5q34	AMP	2	184	1.1%	No
TPTE		21p11.2	HOMDEL	1	184	0.5%	No
GALK1		17q25.1	AMP	1	184	0.5%	No
RNF7		3q23	AMP	1	184	0.5%	No
LINC00525		7p12.3	AMP	2	184	1.1%	No
TSNAX-DISC1		1q42.2	HOMDEL	2	184	1.1%	No
ATF2		2q31.1	AMP	1	184	0.5%	No
NEK1		4q33	HOMDEL	1	184	0.5%	No
CNPY2		12q13.3	AMP	3	184	1.6%	No
KCNN4		19q13.31	AMP	4	184	2.2%	No
HDAC3		5q31.3	HOMDEL	1	184	0.5%	No
LRAT		4q32.1	HOMDEL	1	184	0.5%	No
EFHD2		1p36.21	AMP	1	184	0.5%	No
LINC01939		2p25.3	HOMDEL	1	184	0.5%	No
BNIPL		1q21.3	AMP	5	184	2.7%	No
SLC35G4		18p11.21	AMP	5	184	2.7%	No
PHKA2		Xp22.13	HOMDEL	1	184	0.5%	No
SLC7A3		Xq13.1	HOMDEL	1	184	0.5%	No
OR2M1P		1q44	HOMDEL	1	184	0.5%	No
NRADDP		3p21.31	HOMDEL	1	184	0.5%	No
SPACA6-AS1		19q13.41	AMP	2	184	1.1%	No
CCDC3		10p13	AMP	2	184	1.1%	No
MIR503HG		Xq26.3	AMP	2	184	1.1%	No
SPMIP3		1q44	AMP	4	184	2.2%	No
HINT3		6q22.32	HOMDEL	1	184	0.5%	No
ANKRD26P1		16q11.2	AMP	1	184	0.5%	No
LCE2A		1q21.3	AMP	7	184	3.8%	No
RTCB		22q12.3	AMP	1	184	0.5%	No
NBPF1		1p36.13	HOMDEL	2	184	1.1%	No
KCNN3		1q21.3	AMP	8	184	4.3%	No
VRK3		19q13.33	AMP	2	184	1.1%	No
NELFCD		20q13.32	AMP	4	184	2.2%	No
STAM-DT		10p12.33	AMP	1	184	0.5%	No
GALE		1p36.11	AMP	1	184	0.5%	No
ZNF225-AS1		19q13.31	AMP	3	184	1.6%	No
OR2M2		1q44	HOMDEL	1	184	0.5%	No
TRAF4		17q11.2	AMP	1	184	0.5%	No
BHLHA15		7q21.3	AMP	7	184	3.8%	No
GAS5-AS1		1q25.1	AMP	5	184	2.7%	No
CBLL2		Xp22.11	HOMDEL	1	184	0.5%	No
STC2		5q35.2	HOMDEL	1	184	0.5%	No
PCMT1		6q25.1	HOMDEL	1	184	0.5%	No
NADSYN1		11q13.4	AMP	2	184	1.1%	No
SDE2		1q42.12	AMP	3	184	1.6%	No
BFSP2		3q22.1	AMP	1	184	0.5%	No
GREM1-AS1		15q13.3	HOMDEL	1	184	0.5%	No
SNHG16		17q25.1	AMP	1	184	0.5%	No
CHST15		10q26.13	AMP	1	184	0.5%	No
MIR133A1HG		18q11.2	AMP	24	184	13.0%	No
DNAAF3		19q13.42	AMP	4	184	2.2%	No
B4GALNT1		12q13.3	AMP	3	184	1.6%	No
GPRC6A		6q22.1	HOMDEL	1	184	0.5%	No
NDUFA6-DT		22q13.2	AMP	3	184	1.6%	No
MFSD5		12q13.13	AMP	1	184	0.5%	No
STEAP1B-AS1		7p15.3	AMP	2	184	1.1%	No
CREB1		2q33.3	AMP	3	184	1.6%	Yes
UBR5		8q22.3	AMP	9	184	4.9%	Yes
FAM167A		8p23.1	AMP	5	184	2.7%	No
IRAG1		11p15.4	AMP	1	184	0.5%	No
CYBB		Xp21.1-p11.4	HOMDEL	1	184	0.5%	No
GAK		4p16.3	AMP	4	184	2.2%	No
ATP5F1A		18q21.1	HOMDEL	5	184	2.7%	No
DISP1		1q41	AMP	3	184	1.6%	No
BRCC3		Xq28	AMP	4	184	2.2%	No
MRPL45P2		17q21.32	AMP	3	184	1.6%	No
CRABP2		1q23.1	AMP	7	184	3.8%	No
SSMEM1		7q32.2	AMP	1	184	0.5%	No
PSMA8		18q11.2	AMP	8	184	4.3%	No
EIF1AX-AS1		Xp22.12	HOMDEL	1	184	0.5%	No
DEFA4		8p23.1	HOMDEL	3	184	1.6%	No
PCGF3		4p16.3	AMP	4	184	2.2%	No
H3-5		12p11.21	AMP	9	184	4.9%	Yes
MTDH		8q22.1	AMP	9	184	4.9%	No
PLA1A		3q13.33	AMP	2	184	1.1%	No
OR2G2		1q44	HOMDEL	1	184	0.5%	No
LINC02894		8q22.1	AMP	9	184	4.9%	No
PADI6		1p36.13	HOMDEL	2	184	1.1%	No
PHF5A		22q13.2	AMP	4	184	2.2%	No
TCEAL8		Xq22.1	AMP	1	184	0.5%	No
TLX3		5q35.1	HOMDEL	1	184	0.5%	Yes
ADCY6		12q13.12	HOMDEL	1	184	0.5%	No
CHIT1		1q32.1	AMP	3	184	1.6%	No
S100A6		1q21.3	AMP	7	184	3.8%	No
ARAP3		5q31.3	AMP	2	184	1.1%	No
UGT2A3		4q13.2	HOMDEL	1	184	0.5%	No
UBP1		3p22.3	AMP	1	184	0.5%	No
RAP2B		3q25.2	AMP	3	184	1.6%	No
WNT6		2q35	AMP	2	184	1.1%	No
LNX1		4q12	AMP	1	184	0.5%	No
LINC-ROR		18q21.31	HOMDEL	5	184	2.7%	No
SEC14L5		16p13.3	HOMDEL	1	184	0.5%	No
ALG1L9P		11q13.4	AMP	2	184	1.1%	No
RXYLT1		12q14.2	AMP	1	184	0.5%	No
TRABD		22q13.33	HOMDEL	3	184	1.6%	No
FLNA		Xq28	AMP	4	184	2.2%	No
PAX5		9p13.2	AMP	3	184	1.6%	Yes
PPFIA3		19q13.33	AMP	2	184	1.1%	No
VAMP4		1q24.3	AMP	5	184	2.7%	No
NOS3		7q36.1	AMP	1	184	0.5%	No
PEX39		6p21.1	AMP	3	184	1.6%	No
FER1L6-AS1		8q24.13	AMP	18	184	9.8%	No
A1BG		19q13.43	AMP	3	184	1.6%	No
GZF1		20p11.21	AMP	2	184	1.1%	No
TMEM115		3p21.31	HOMDEL	1	184	0.5%	No
CHKA		11q13.2	AMP	2	184	1.1%	No
S100A7		1q21.3	AMP	7	184	3.8%	No
DYNAP		18q21.2	HOMDEL	6	184	3.3%	No
UNC5B		10q22.1	AMP	1	184	0.5%	No
UBTF		17q21.31	AMP	4	184	2.2%	Yes
RAPSN		11p11.2	AMP	2	184	1.1%	No
VDAC1		5q31.1	HOMDEL	1	184	0.5%	No
PAPPA-AS1		9q33.2	HOMDEL	1	184	0.5%	No
ZDHHC12-DT		9q34.11	HOMDEL	1	184	0.5%	No
L3MBTL4		18p11.31	HOMDEL	1	184	0.5%	No
AGPS		2q31.2	AMP	1	184	0.5%	No
ZNF530		19q13.43	AMP	3	184	1.6%	No
NDUFB6		9p21.1	AMP	4	184	2.2%	No
OPCML		11q25	AMP	1	184	0.5%	No
SHROOM1		5q31.1	HOMDEL	1	184	0.5%	No
METRNL		17q25.3	AMP	1	184	0.5%	No
TMEM151B		6p21.1	AMP	4	184	2.2%	No
A2M		12p13.31	AMP	3	184	1.6%	No
RNF166		16q24.2-q24.3	AMP	2	184	1.1%	No
LINC01254		18p11.22	AMP	4	184	2.2%	No
BCL2L2-PABPN1		14q11.2	AMP	1	184	0.5%	No
CHI3L1		1q32.1	AMP	3	184	1.6%	No
KCNMB1		5q35.1	AMP	2	184	1.1%	No
S100A8		1q21.3	AMP	7	184	3.8%	No
LINC00885		3q29	HOMDEL	1	184	0.5%	No
EIF3E		8q23.1	AMP	12	184	6.5%	Yes
RPL22		1p36.31	AMP	3	184	1.6%	Yes
ZNF705B		8p23.1	HOMDEL	3	184	1.6%	No
LCE1B		1q21.3	AMP	7	184	3.8%	No
RELCH		18q21.33	HOMDEL	5	184	2.7%	No
TLK1		2q31.1	AMP	1	184	0.5%	No
POLL		10q24.32	HOMDEL	1	184	0.5%	No
SPAG17		1p12	AMP	4	184	2.2%	No
RARA		17q21.2	AMP	4	184	2.2%	Yes
ELFN2		22q13.1	AMP	2	184	1.1%	No
FLII		17p11.2	AMP	3	184	1.6%	No
NDUFB5		3q26.33	AMP	4	184	2.2%	No
RLN1		9p24.1	AMP	1	184	0.5%	No
TMEFF2		2q32.3	AMP	1	184	0.5%	No
TMEM145		19q13.2	AMP	2	184	1.1%	No
A2MP1		12p13.31	AMP	3	184	1.6%	No
ODAPH		4q21.1	AMP	1	184	0.5%	No
LCE1A		1q21.3	AMP	7	184	3.8%	No
EMC8		16q24.1	AMP	2	184	1.1%	No
HECW2-AS1		2q32.3	AMP	3	184	1.6%	No
RPL23A		17q11.2	AMP	1	184	0.5%	No
CHODL		21q21.1	HOMDEL	1	184	0.5%	No
KCNMA1		10q22.3	AMP	3	184	1.6%	No
PRAMEF4		1p36.21	HOMDEL	2	184	1.1%	No
INSRR		1q23.1	AMP	7	184	3.8%	No
NDUFB4		3q13.33	AMP	2	184	1.1%	No
TEX101		19q13.31	AMP	4	184	2.2%	No
UCHL1		4p13	AMP	1	184	0.5%	Yes
WNT8A		5q31.2	AMP	2	184	1.1%	No
NBPF11		1q21.2	AMP	8	184	4.3%	No
RARB		3p24.2	AMP	1	184	0.5%	No
ZNF670		1q44	AMP	4	184	2.2%	No
FMNL2		2q23.3	AMP	1	184	0.5%	No
XAGE1A		Xp11.22	AMP	1	184	0.5%	No
PRR19		19q13.2	AMP	2	184	1.1%	No
SCARNA18		5q14.2	HOMDEL	1	184	0.5%	No
IARS2		1q41	HOMDEL	1	184	0.5%	No
EGLN2		19q13.2	AMP	6	184	3.3%	No
LINC03001		6p11.2	AMP	3	184	1.6%	No
SEC16B		1q25.2	AMP	5	184	2.7%	No
NOS2		17q11.2	AMP	1	184	0.5%	No
STX16		20q13.32	AMP	3	184	1.6%	No
OPA1		3q29	AMP	3	184	1.6%	No
APOL1		22q12.3	AMP	1	184	0.5%	No
RIT2		18q12.3	AMP	1	184	0.5%	No
SCGB1C2		17p13.3	AMP	1	184	0.5%	No
AKR1B15		7q33	AMP	2	184	1.1%	No
PVRIG2P		7q22.1	AMP	6	184	3.3%	No
IGFL4		19q13.32	AMP	4	184	2.2%	No
YJEFN3		19p13.11	AMP	1	184	0.5%	No
LCE1D		1q21.3	AMP	7	184	3.8%	No
NOS1		12q24.22	AMP	1	184	0.5%	No
FLG		1q21.3	AMP	7	184	3.8%	No
ARHGAP32		11q24.3	AMP	1	184	0.5%	No
RIN1		11q13.2	AMP	2	184	1.1%	No
RARG		12q13.13	AMP	1	184	0.5%	No
LINC01005		7q11.21	AMP	3	184	1.6%	No
FAM187B		19q13.12	AMP	7	184	3.8%	No
GAGE6		Xp11.4-p11.2	AMP	1	184	0.5%	No
TGFBR1		9q22.33	HOMDEL	3	184	1.6%	Yes
ELFN1		7p22.3	AMP	3	184	1.6%	No
CGGBP1		3p11.1	AMP	2	184	1.1%	No
RING1		6p21.32	AMP	1	184	0.5%	No
ALDH1L1-AS2		3q21.3	AMP	2	184	1.1%	No
BECN1		17q21.31	AMP	3	184	1.6%	No
MPP4		2q33.1	AMP	3	184	1.6%	No
LCE1C		1q21.3	AMP	7	184	3.8%	No
KCNK2		1q41	AMP	3	184	1.6%	No
OMG		17q11.2	AMP	2	184	1.1%	No
URB1		21q22.11	AMP	1	184	0.5%	No
SMCO3		12p12.3	AMP	5	184	2.7%	No
UCHL3		13q22.2	AMP	1	184	0.5%	No
RARS1		5q34	AMP	2	184	1.1%	No
MACO1		1p36.11	HOMDEL	2	184	1.1%	No
PGAP3		17q12	AMP	9	184	4.9%	No
GAGE7		Xp11.4-p11.2	AMP	1	184	0.5%	No
FLI1		11q24.3	AMP	1	184	0.5%	Yes
ZNF496		1q44	AMP	4	184	2.2%	No
INSR		19p13.2	AMP	1	184	0.5%	Yes
