Gene	MutSig(Q-value)	# Mut	#	Profiled Samples	Freq	Is Cancer Gene (source: OncoKB)
TPRG1		1	1	109	0.9%	No
SETD1A		2	2	109	1.8%	Yes
NR1D1		1	1	109	0.9%	No
PAFAH2		1	1	109	0.9%	No
PCDHB6		1	1	109	0.9%	No
PCDHB4		2	2	109	1.8%	No
PCDHB8		2	2	109	1.8%	No
FARSB		1	1	109	0.9%	No
PCDHB7		2	2	109	1.8%	No
CEP89		1	1	109	0.9%	No
GABRB3		2	2	109	1.8%	No
CEP57		1	1	109	0.9%	No
PHF3		2	2	109	1.8%	No
GABRB2		2	2	109	1.8%	No
PYGB		2	1	109	0.9%	No
GABRB1		1	1	109	0.9%	No
GMEB2		1	1	109	0.9%	No
ARPC1B		1	1	109	0.9%	No
SERPINA10		2	2	109	1.8%	No
GPT		1	1	109	0.9%	No
TAF7L		1	1	109	0.9%	No
ZNF280D		1	1	109	0.9%	No
CATIP		1	1	109	0.9%	No
C1QTNF7		1	1	109	0.9%	No
ZNF280A		1	1	109	0.9%	No
COL10A1		1	1	109	0.9%	No
KRTAP1-3		2	2	109	1.8%	No
TEAD1		1	1	109	0.9%	No
KRTAP1-1		1	1	109	0.9%	No
ZNF366		2	2	109	1.8%	No
TEAD4		1	1	109	0.9%	No
CEP68		2	2	109	1.8%	No
ZEB2		4	4	109	3.7%	No
COL2A1		2	2	109	1.8%	Yes
HEATR5A		2	2	109	1.8%	No
HEATR5B		2	2	109	1.8%	No
TCP1		1	1	109	0.9%	No
GRAMD1C		1	1	109	0.9%	No
GRAMD1A		1	1	109	0.9%	No
ZNF350		1	1	109	0.9%	No
PDC		1	1	109	0.9%	No
NSD3		1	1	109	0.9%	Yes
NSD1		1	1	109	0.9%	Yes
GSC		1	1	109	0.9%	No
RUNX1T1		2	2	109	1.8%	Yes
GABRA2		1	1	109	0.9%	No
FARP2		1	1	109	0.9%	No
GABRA1		1	1	109	0.9%	No
ZNF341		1	1	109	0.9%	No
YTHDF3		1	1	109	0.9%	No
GABRA4		2	2	109	1.8%	No
GABRA3		1	1	109	0.9%	No
ECEL1		1	1	109	0.9%	No
SLC8B1		1	1	109	0.9%	No
SLC8A3		2	2	109	1.8%	No
DHRS9		1	1	109	0.9%	No
CYP20A1		1	1	109	0.9%	No
TMEM39A		1	1	109	0.9%	No
KLKB1		1	1	109	0.9%	No
ZNF334		1	1	109	0.9%	No
NUCB2		1	1	109	0.9%	No
CEP44		1	1	109	0.9%	No
ZNF333		1	1	109	0.9%	No
CEP126		1	1	109	0.9%	No
CSF1		1	1	109	0.9%	Yes
TMEM131L		3	3	109	2.8%	No
VIRMA		1	1	109	0.9%	No
TM7SF2		1	1	109	0.9%	No
LAMP5		1	1	109	0.9%	No
SALL1		4	4	109	3.7%	No
HMGN5		1	1	109	0.9%	No
LAMP1		1	1	109	0.9%	No
FCGRT		1	1	109	0.9%	No
SALL3		2	2	109	1.8%	No
SLC39A9		1	1	109	0.9%	No
SLCO2B1		2	2	109	1.8%	No
LAMP3		1	1	109	0.9%	No
SALL4		2	2	109	1.8%	Yes
PAPOLA		1	1	109	0.9%	No
SLC39A6		1	1	109	0.9%	No
PAPOLB		1	1	109	0.9%	No
ZNF324		1	1	109	0.9%	No
SLC39A4		1	1	109	0.9%	No
PCDHAC2		1	1	109	0.9%	No
SLC39A3		1	1	109	0.9%	No
PCDHAC1		1	1	109	0.9%	No
MAGI1		1	1	109	0.9%	No
RARS2		1	1	109	0.9%	No
TLE3		1	1	109	0.9%	Yes
SUPT16H		1	1	109	0.9%	No
RARS1		1	1	109	0.9%	No
TTC21A		2	2	109	1.8%	No
THNSL2		1	1	109	0.9%	No
TLE6		1	1	109	0.9%	No
ZNF318		1	1	109	0.9%	No
PGR		1	1	109	0.9%	Yes
SREK1		1	1	109	0.9%	No
TSSK4		1	1	109	0.9%	No
GOLGA8A		1	1	109	0.9%	No
SNRPB		1	1	109	0.9%	No
CCDC27		2	2	109	1.8%	No
CEP104		2	2	109	1.8%	No
BRSK1		1	1	109	0.9%	Yes
MAGEL2		1	1	109	0.9%	No
SLC26A1		1	1	109	0.9%	No
CSH2		2	2	109	1.8%	No
CSH1		2	2	109	1.8%	No
CCDC25		1	1	109	0.9%	No
TTC21B		3	3	109	2.8%	No
DVL2		1	1	109	0.9%	No
PLXNA2		1	1	109	0.9%	No
CLCA1		1	1	109	0.9%	No
DVL3		1	1	109	0.9%	No
OR4A47		1	1	109	0.9%	No
SRGAP3		1	1	109	0.9%	No
ZNF302		1	1	109	0.9%	No
PLXNA4		1	1	109	0.9%	No
AP1M1		1	1	109	0.9%	No
PLXNA3		1	1	109	0.9%	No
TMEM132D		3	3	109	2.8%	No
CCDC17		1	1	109	0.9%	No
CCDC18		1	1	109	0.9%	No
TMEM132E		1	1	109	0.9%	No
SEC16A		1	1	109	0.9%	No
CCDC14		1	1	109	0.9%	No
TMEM132A		1	1	109	0.9%	No
SCP2D1		1	1	109	0.9%	No
TRAPPC8		2	2	109	1.8%	No
PLET1		2	2	109	1.8%	No
GOLGA6A		1	1	109	0.9%	No
LRFN2		2	2	109	1.8%	No
SLC7A6OS		1	1	109	0.9%	No
FRG1BP		7	6	109	5.5%	No
NBEA		3	3	109	2.8%	No
LRFN1		2	2	109	1.8%	No
PLXNB3		3	1	109	0.9%	No
PLEKHM1		1	1	109	0.9%	No
PLXNB2		3	3	109	2.8%	No
CSPG4		4	4	109	3.7%	No
PLXNB1		1	1	109	0.9%	No
SLC26A3		1	1	109	0.9%	No
PLEKHM3		1	1	109	0.9%	No
WDR3		1	1	109	0.9%	No
WDR4		1	1	109	0.9%	No
PIK3C2G		1	1	109	0.9%	Yes
PIK3C2A		2	2	109	1.8%	No
FCAR		1	1	109	0.9%	No
ADAMTS4		1	1	109	0.9%	No
ADAMTS2		4	4	109	3.7%	No
ADAMTS3		1	1	109	0.9%	No
SNRNP70		1	1	109	0.9%	No
RNPEP		1	1	109	0.9%	No
TLK1		1	1	109	0.9%	No
NPIPA1		1	1	109	0.9%	No
EMILIN1		1	1	109	0.9%	No
ADAMTS8		1	1	109	0.9%	No
HGFAC		2	2	109	1.8%	No
IDH3A		1	1	109	0.9%	No
ADAMTS7		3	3	109	2.8%	No
SLC13A1		1	1	109	0.9%	No
PLEKHG3		3	3	109	2.8%	No
PLEKHG4		2	2	109	1.8%	No
CIMAP2		1	1	109	0.9%	No
CCDC39		1	1	109	0.9%	No
SLC13A3		1	1	109	0.9%	No
PLEKHG2		3	3	109	2.8%	No
HMGCS1		2	2	109	1.8%	No
RFC1		1	1	109	0.9%	No
TRPC3		1	1	109	0.9%	No
CCDC34		1	1	109	0.9%	No
TRPC4		1	1	109	0.9%	No
CEMIP2		2	2	109	1.8%	No
PLEKHG5		2	2	109	1.8%	No
HAUS6		1	1	109	0.9%	No
BPGM		1	1	109	0.9%	No
FOXD4L5		1	1	109	0.9%	No
CATSPERB		1	1	109	0.9%	No
NEMP2		1	1	109	0.9%	No
SKIC2		1	1	109	0.9%	No
POLR1A		2	2	109	1.8%	No
CCDC74B		3	3	109	2.8%	No
CATSPERD		1	1	109	0.9%	No
CCDC74A		1	1	109	0.9%	No
CCDC42		1	1	109	0.9%	No
FOXD4L4		1	1	109	0.9%	No
CATSPER1		1	1	109	0.9%	No
PLEKHH3		2	2	109	1.8%	No
EI24		1	1	109	0.9%	No
CCDC69		1	1	109	0.9%	No
NLRC3		1	1	109	0.9%	No
NLRC4		2	2	109	1.8%	No
SELENBP1		1	1	109	0.9%	No
HAUS8		1	1	109	0.9%	No
CEACAM21		2	2	109	1.8%	No
UGT1A3		2	2	109	1.8%	No
ASCC3		1	1	109	0.9%	No
UGT1A9		1	1	109	0.9%	No
UGT1A8		1	1	109	0.9%	No
UGT1A7		1	1	109	0.9%	No
CCDC73		1	1	109	0.9%	No
POLR2M		1	1	109	0.9%	No
TRPA1		2	2	109	1.8%	No
CCDC57		2	2	109	1.8%	No
CEP152		1	1	109	0.9%	No
CCDC59		1	1	109	0.9%	No
PML		1	1	109	0.9%	Yes
TNRC6C		2	2	109	1.8%	No
POLR3A		1	1	109	0.9%	No
FRAS1		2	2	109	1.8%	No
P2RX3		1	1	109	0.9%	No
POLR3C		1	1	109	0.9%	No
ZGLP1		1	1	109	0.9%	No
TLL2		1	1	109	0.9%	Yes
CCDC65		1	1	109	0.9%	No
RAB17		1	1	109	0.9%	No
CCDC66		4	4	109	3.7%	No
NECTIN2		1	1	109	0.9%	No
TNRC6B		4	1	109	0.9%	No
TSBP1		2	2	109	1.8%	No
KLHDC7A		1	1	109	0.9%	No
CALML4		1	1	109	0.9%	No
OR52N5		1	1	109	0.9%	No
C10ORF120		1	1	109	0.9%	No
TPRXL		3	3	109	2.8%	No
MAGEA8		1	1	109	0.9%	No
PPP2R1A		1	1	109	0.9%	Yes
FTH1		1	1	109	0.9%	No
MAGEA1		1	1	109	0.9%	No
DZIP1L		1	1	109	0.9%	No
TBC1D10C		1	1	109	0.9%	No
LONP2		1	1	109	0.9%	No
KAT8		1	1	109	0.9%	No
SEPHS1		1	1	109	0.9%	No
SIL1		1	1	109	0.9%	No
VRTN		1	1	109	0.9%	No
TKTL2		1	1	109	0.9%	No
TKTL1		1	1	109	0.9%	No
KRT4		8	8	109	7.3%	No
KRT3		1	1	109	0.9%	No
KRT2		1	1	109	0.9%	No
KRT1		2	2	109	1.8%	No
KRT8		2	2	109	1.8%	No
KRT5		3	3	109	2.8%	No
MAPK8IP2		1	1	109	0.9%	No
KRT9		2	2	109	1.8%	No
MAGEB2		2	2	109	1.8%	No
MAGEB3		2	1	109	0.9%	No
SIK1		2	2	109	1.8%	No
MAGEB1		3	2	109	1.8%	No
SIK2		2	2	109	1.8%	No
TLN2		2	2	109	1.8%	No
TLN1		2	2	109	1.8%	No
MAGEB6		1	1	109	0.9%	No
MAGEB4		1	1	109	0.9%	No
BLZF1		1	1	109	0.9%	No
SPTBN5		2	2	109	1.8%	No
CASZ1		1	1	109	0.9%	No
MAGED1		1	1	109	0.9%	Yes
DCUN1D1		2	2	109	1.8%	Yes
PPL		1	1	109	0.9%	No
TRPM1		1	1	109	0.9%	No
TRPM2		1	1	109	0.9%	No
DND1		3	3	109	2.8%	No
TP53BP2		1	1	109	0.9%	No
MAGEC1		8	7	109	6.4%	No
TRPM7		1	1	109	0.9%	No
TNRC18		1	1	109	0.9%	No
TP53BP1		1	1	109	0.9%	Yes
TRPM5		2	2	109	1.8%	No
TRPM6		3	3	109	2.8%	No
SPTBN1		1	1	109	0.9%	No
TRPM3		2	2	109	1.8%	No
VAT1		1	1	109	0.9%	No
ZRANB1		2	2	109	1.8%	No
MAGEE1		1	1	109	0.9%	No
TPRX1		3	2	109	1.8%	No
PYCR3		2	2	109	1.8%	No
RAET1L		1	1	109	0.9%	No
CCSER2		1	1	109	0.9%	No
CCSER1		1	1	109	0.9%	No
SIM2		1	1	109	0.9%	No
ROBO2		1	1	109	0.9%	No
ROBO3		1	1	109	0.9%	No
COL18A1		8	8	109	7.3%	No
GFM1		1	1	109	0.9%	No
SLC44A3		1	1	109	0.9%	No
CITED1		1	1	109	0.9%	No
SLC44A1		1	1	109	0.9%	No
SLC44A2		1	1	109	0.9%	No
IFNA2		1	1	109	0.9%	No
PRL		1	1	109	0.9%	No
SPPL3		1	1	109	0.9%	No
ROBO1		1	1	109	0.9%	Yes
GABRR3		1	1	109	0.9%	No
GABRR2		1	1	109	0.9%	No
GABRR1		1	1	109	0.9%	No
SLC22A14		1	1	109	0.9%	No
XPO1		2	2	109	1.8%	Yes
XPO4		1	1	109	0.9%	No
SLC22A18		3	3	109	2.8%	No
XPO6		1	1	109	0.9%	No
XPO5		1	1	109	0.9%	No
DNER		2	2	109	1.8%	No
SH3PXD2B		3	2	109	1.8%	No
OR4D6		1	1	109	0.9%	No
TINAG		2	2	109	1.8%	No
GABPA		1	1	109	0.9%	No
SLC22A10		2	2	109	1.8%	No
TOP3B		1	1	109	0.9%	No
OR4D1		1	1	109	0.9%	No
KRTAP9-2		1	1	109	0.9%	No
TOP3A		1	1	109	0.9%	No
PGGHG		1	1	109	0.9%	No
PROX2		1	1	109	0.9%	No
PROX1		1	1	109	0.9%	No
GFRA3		1	1	109	0.9%	No
CBFA2T2		1	1	109	0.9%	No
PPRC1		2	2	109	1.8%	No
VAV1		1	1	109	0.9%	Yes
TLR1		1	1	109	0.9%	No
ALDH5A1		1	1	109	0.9%	No
OR52R1		2	2	109	1.8%	No
TLR9		1	1	109	0.9%	No
CLDN19		1	1	109	0.9%	No
TLR7		2	2	109	1.8%	No
OR4C6		1	1	109	0.9%	No
TLR5		1	1	109	0.9%	No
TLR3		1	1	109	0.9%	No
OR4A15		1	1	109	0.9%	No
IFT70B		2	2	109	1.8%	No
ZNF2		1	1	109	0.9%	No
DCST1		1	1	109	0.9%	No
GUCY2F		1	1	109	0.9%	No
CST5		1	1	109	0.9%	No
CT55		1	1	109	0.9%	No
NKD2		2	2	109	1.8%	No
NT5E		1	1	109	0.9%	No
UBTD1		1	1	109	0.9%	No
APBB3		1	1	109	0.9%	No
DUOX2		2	2	109	1.8%	No
RTRAF		1	1	109	0.9%	No
LMLN		1	1	109	0.9%	No
GABRP		1	1	109	0.9%	No
MYEF2		2	2	109	1.8%	No
PLAC8L1		1	1	109	0.9%	No
PKDREJ		1	1	109	0.9%	No
LHFPL2		1	1	109	0.9%	No
SORBS1		2	2	109	1.8%	No
LHFPL1		1	1	109	0.9%	No
XPOT		1	1	109	0.9%	No
CAPZA3		1	1	109	0.9%	No
SAA2		1	1	109	0.9%	No
APBA2		1	1	109	0.9%	No
RIPOR3		1	1	109	0.9%	No
FCN2		1	1	109	0.9%	No
FCGBP		6	6	109	5.5%	No
TPSB2		1	1	109	0.9%	No
HFE		1	1	109	0.9%	Yes
RASEF		2	2	109	1.8%	No
DCAF8L2		2	2	109	1.8%	No
OR2T12		1	1	109	0.9%	No
SACS		2	2	109	1.8%	No
TRAPPC12		1	1	109	0.9%	No
FAM81B		2	2	109	1.8%	No
CHRNB2		1	1	109	0.9%	No
GUCY1A2		1	1	109	0.9%	No
NANOS2		1	1	109	0.9%	No
CHRNB4		2	2	109	1.8%	No
GAS2L3		1	1	109	0.9%	No
OR52E4		1	1	109	0.9%	No
HGF		1	1	109	0.9%	Yes
WNT5A		1	1	109	0.9%	No
ANXA11		1	1	109	0.9%	No
ALG12		1	1	109	0.9%	No
PCDHA13		1	1	109	0.9%	No
SHISA9		2	2	109	1.8%	No
PCDHA11		3	3	109	2.8%	No
PCDHA10		2	2	109	1.8%	No
MYCN		1	1	109	0.9%	Yes
FAM161A		2	2	109	1.8%	No
FANCD2		2	2	109	1.8%	Yes
CHMP4C		1	1	109	0.9%	No
OR52E8		1	1	109	0.9%	No
AMPH		1	1	109	0.9%	No
RASL12		1	1	109	0.9%	No
PXK		2	1	109	0.9%	No
CHRNA2		1	1	109	0.9%	No
CHRNA5		1	1	109	0.9%	No
CHRNA4		2	2	109	1.8%	No
CHRNA7		1	1	109	0.9%	No
CHRNA9		1	1	109	0.9%	No
FBLN1		1	1	109	0.9%	No
FBLN2		1	1	109	0.9%	No
PRPF8		1	1	109	0.9%	Yes
EFNB2		1	1	109	0.9%	No
SCUBE2		2	2	109	1.8%	No
FAM83H		1	1	109	0.9%	No
FAM83F		1	1	109	0.9%	No
NLRP8		1	1	109	0.9%	No
FAM83E		1	1	109	0.9%	No
SCUBE1		2	2	109	1.8%	No
HRH2		1	1	109	0.9%	No
NLRP7		2	2	109	1.8%	No
NLRP4		1	1	109	0.9%	No
NLRP5		1	1	109	0.9%	No
NLRP2		1	1	109	0.9%	No
NLRP3		1	1	109	0.9%	No
NLRP1		7	3	109	2.8%	No
CLSPN		1	1	109	0.9%	No
GAS2L1		1	1	109	0.9%	No
FAM83B		1	1	109	0.9%	No
BPTF		1	1	109	0.9%	No
CYP2J2		2	2	109	1.8%	No
KLHDC4		1	1	109	0.9%	No
LRP1B		5	5	109	4.6%	Yes
SEPSECS		1	1	109	0.9%	No
AMACR		1	1	109	0.9%	No
TRPV4		1	1	109	0.9%	No
TRPV5		2	2	109	1.8%	No
KLHDC9		1	1	109	0.9%	No
MUS81		2	2	109	1.8%	No
KDM5B		1	1	109	0.9%	No
KDM5C		2	2	109	1.8%	Yes
OR52J3		1	1	109	0.9%	No
WNT2B		1	1	109	0.9%	No
MEGF10		1	1	109	0.9%	No
PZP		1	1	109	0.9%	No
SIX1		1	1	109	0.9%	Yes
OR4M1		1	1	109	0.9%	No
YBX1		1	1	109	0.9%	No
HAPLN4		1	1	109	0.9%	No
HK2		1	1	109	0.9%	No
HK1		2	2	109	1.8%	No
SPRED2		1	1	109	0.9%	No
CASP8		1	1	109	0.9%	Yes
CASP5		2	2	109	1.8%	No
SIX4		1	1	109	0.9%	No
SNAPC2		1	1	109	0.9%	No
SIX5		1	1	109	0.9%	No
MCF2L		1	1	109	0.9%	No
RIMBP3C		1	1	109	0.9%	No
CIMIP4		2	1	109	0.9%	No
CIMIP1		1	1	109	0.9%	No
KDM6A		1	1	109	0.9%	Yes
PROSER2		1	1	109	0.9%	No
MYEOV		1	1	109	0.9%	No
PPP2R5B		1	1	109	0.9%	No
AXIN1		5	5	109	4.6%	Yes
OR4L1		4	4	109	3.7%	No
AXIN2		1	1	109	0.9%	Yes
TMPRSS11F		2	2	109	1.8%	No
MYH2		2	2	109	1.8%	No
MYH3		3	3	109	2.8%	No
RASA1		1	1	109	0.9%	Yes
MYH9		1	1	109	0.9%	Yes
RBMS1		1	1	109	0.9%	No
MYH4		3	3	109	2.8%	No
MYH6		1	1	109	0.9%	No
KDM7A		1	1	109	0.9%	No
MYH7		3	3	109	2.8%	No
COLEC12		3	3	109	2.8%	No
STOML3		1	1	109	0.9%	No
STOML2		1	1	109	0.9%	No
KDM3A		1	1	109	0.9%	No
STOML1		1	1	109	0.9%	No
KDM3B		2	2	109	1.8%	No
OR4K5		1	1	109	0.9%	No
BRAT1		2	2	109	1.8%	No
MSLNL		2	1	109	0.9%	No
OR2T34		2	2	109	1.8%	No
NR2C1		2	2	109	1.8%	No
OR2T35		3	3	109	2.8%	No
THBS4		1	1	109	0.9%	No
TBRG4		1	1	109	0.9%	No
OR2T33		2	1	109	0.9%	No
GNA14		2	2	109	1.8%	No
IFNL2		1	1	109	0.9%	No
WNT11		1	1	109	0.9%	No
IFNL1		1	1	109	0.9%	No
TOGARAM2		2	2	109	1.8%	No
ZNF286B		2	2	109	1.8%	No
MAPK1		2	2	109	1.8%	Yes
TOGARAM1		1	1	109	0.9%	No
CYYR1		1	1	109	0.9%	No
IFNL3		1	1	109	0.9%	No
VAT1L		1	1	109	0.9%	No
C2ORF76		1	1	109	0.9%	No
KDM4C		1	1	109	0.9%	Yes
KDM4D		1	1	109	0.9%	No
PPP2R3A		2	2	109	1.8%	No
WEE2		1	1	109	0.9%	No
PID1		2	2	109	1.8%	No
EHMT2		1	1	109	0.9%	No
ZNF292		3	3	109	2.8%	Yes
FZD10		2	2	109	1.8%	No
PSMD6		1	1	109	0.9%	No
PPP4R1		1	1	109	0.9%	No
PSMD4		1	1	109	0.9%	No
PSMD2		1	1	109	0.9%	No
ZNF287		1	1	109	0.9%	No
ZNF285		3	2	109	1.8%	No
ZNF284		1	1	109	0.9%	No
C5ORF15		1	1	109	0.9%	No
ZNF283		1	1	109	0.9%	No
RFX3		1	1	109	0.9%	No
MRTFA		1	1	109	0.9%	Yes
DICER1		1	1	109	0.9%	Yes
HDHD3		1	1	109	0.9%	No
LRRC37B		1	1	109	0.9%	No
OR6T1		1	1	109	0.9%	No
OPRPN		1	1	109	0.9%	No
FAM133A		1	1	109	0.9%	No
RFX8		1	1	109	0.9%	No
RFX7		1	1	109	0.9%	No
RUFY4		1	1	109	0.9%	No
RFX5		1	1	109	0.9%	No
UQCRC1		1	1	109	0.9%	No
IDO2		1	1	109	0.9%	No
ABCB6		1	1	109	0.9%	No
HHLA1		1	1	109	0.9%	No
ABCB7		1	1	109	0.9%	No
FLII		1	1	109	0.9%	No
ABCB5		3	3	109	2.8%	No
IL20RA		1	1	109	0.9%	No
ABCB8		1	1	109	0.9%	No
MRPL14		1	1	109	0.9%	No
AGAP4		1	1	109	0.9%	No
IQGAP1		1	1	109	0.9%	Yes
IQGAP2		1	1	109	0.9%	No
NYAP2		1	1	109	0.9%	No
NCAPH		1	1	109	0.9%	No
GIGYF2		1	1	109	0.9%	No
MRPL20		1	1	109	0.9%	No
PCNX1		1	1	109	0.9%	No
CYB5R4		1	1	109	0.9%	No
PCNX2		2	2	109	1.8%	No
ABCA1		2	2	109	1.8%	No
ABCA2		3	3	109	2.8%	No
ZNF263		1	1	109	0.9%	No
CADM3		1	1	109	0.9%	No
GPR12		2	2	109	1.8%	No
ABCA5		1	1	109	0.9%	No
CADM1		1	1	109	0.9%	No
ABCA6		1	1	109	0.9%	No
CADM2		1	1	109	0.9%	No
ABCA4		3	3	109	2.8%	No
ABCA9		1	1	109	0.9%	No
MRPL23		1	1	109	0.9%	No
HRNR		3	3	109	2.8%	No
IL22RA1		1	1	109	0.9%	No
H1-4		2	2	109	1.8%	Yes
FAM135B		2	2	109	1.8%	No
H1-7		1	1	109	0.9%	No
FAM135A		4	4	109	3.7%	No
TDP2		1	1	109	0.9%	No
ABTB3		1	1	109	0.9%	No
HRC		1	1	109	0.9%	No
PSMG1		1	1	109	0.9%	No
HRG		2	1	109	0.9%	No
HROB		1	1	109	0.9%	No
PRRT4		3	3	109	2.8%	No
ZNF254		1	1	109	0.9%	No
GPR25		1	1	109	0.9%	No
PIGT		1	1	109	0.9%	No
TUT7		1	1	109	0.9%	No
ZNF251		2	2	109	1.8%	No
GPR21		1	1	109	0.9%	No
PIGQ		2	2	109	1.8%	No
GPR22		1	1	109	0.9%	No
WFIKKN2		1	1	109	0.9%	No
PIGZ		2	2	109	1.8%	No
TMEM52		2	2	109	1.8%	No
EFCAB5		1	1	109	0.9%	No
PTH1R		1	1	109	0.9%	No
EFCAB6		2	2	109	1.8%	No
MYPN		4	3	109	2.8%	No
JPH4		1	1	109	0.9%	No
JPH2		1	1	109	0.9%	No
JPH3		2	2	109	1.8%	No
EFCAB2		1	1	109	0.9%	No
CTLA4		2	2	109	1.8%	Yes
CTBS		2	2	109	1.8%	No
TMC1		1	1	109	0.9%	No
SS18		1	1	109	0.9%	Yes
LRRC45		1	1	109	0.9%	No
GPR37		1	1	109	0.9%	No
GPR35		1	1	109	0.9%	No
GPR32		1	1	109	0.9%	No
ROM1		1	1	109	0.9%	No
MYOF		3	3	109	2.8%	No
PTGR3		1	1	109	0.9%	No
MRPL48		1	1	109	0.9%	No
TMC5		1	1	109	0.9%	No
LRRC43		1	1	109	0.9%	No
CCSAP		1	1	109	0.9%	No
TMC3		1	1	109	0.9%	No
TMC2		1	1	109	0.9%	No
VN1R1		1	1	109	0.9%	No
ZNF239		1	1	109	0.9%	No
TLR10		2	2	109	1.8%	No
HAP1		2	2	109	1.8%	No
VN1R4		2	2	109	1.8%	No
ZNF235		1	1	109	0.9%	No
ZNF233		1	1	109	0.9%	No
KANK2		1	1	109	0.9%	No
SERPINB11		2	1	109	0.9%	No
TAMALIN		1	1	109	0.9%	No
SERPINB13		1	1	109	0.9%	No
DMAC1		1	1	109	0.9%	No
COL11A1		1	1	109	0.9%	No
ZNF518B		2	2	109	1.8%	No
COL11A2		2	2	109	1.8%	No
HTT		4	4	109	3.7%	No
LRRC10		1	1	109	0.9%	No
PSMA8		2	2	109	1.8%	No
EXTL1		1	1	109	0.9%	No
TMEM67		1	1	109	0.9%	No
PSMB1		1	1	109	0.9%	No
CLPTM1		1	1	109	0.9%	No
HAS2		2	2	109	1.8%	No
FLNB		2	2	109	1.8%	No
ZNF227		1	1	109	0.9%	No
PRAME		2	2	109	1.8%	No
NCDN		1	1	109	0.9%	No
BRD10		2	2	109	1.8%	No
ZNF225		1	1	109	0.9%	No
KRTAP2-2		1	1	109	0.9%	No
NKTR		1	1	109	0.9%	No
ZNF221		1	1	109	0.9%	No
LRRC23		1	1	109	0.9%	No
TRMT10C		1	1	109	0.9%	No
LRRC27		1	1	109	0.9%	No
GPR50		2	2	109	1.8%	No
PLXDC2		1	1	109	0.9%	No
FABP1		1	1	109	0.9%	No
LETM1		1	1	109	0.9%	No
SPSB1		1	1	109	0.9%	No
SRRD		1	1	109	0.9%	No
ZNF217		1	1	109	0.9%	Yes
ZNF212		1	1	109	0.9%	No
NOMO3		1	1	109	0.9%	No
ZBTB25		1	1	109	0.9%	No
NCF2		2	2	109	1.8%	No
GPR65		1	1	109	0.9%	No
F13A1		1	1	109	0.9%	No
GPR61		1	1	109	0.9%	No
ZBTB22		1	1	109	0.9%	No
GPR62		1	1	109	0.9%	No
LRRC71		1	1	109	0.9%	No
SAT1		1	1	109	0.9%	No
SLC9C1		1	1	109	0.9%	No
SLC9C2		1	1	109	0.9%	No
SESN3		1	1	109	0.9%	Yes
ZNF208		1	1	109	0.9%	No
LEPR		1	1	109	0.9%	No
ROS1		1	1	109	0.9%	Yes
ZNF202		1	1	109	0.9%	No
TCP11		1	1	109	0.9%	No
EPM2A		1	1	109	0.9%	No
ZBTB38		2	1	109	0.9%	No
ZBTB37		1	1	109	0.9%	No
GPR75		1	1	109	0.9%	No
PIPOX		1	1	109	0.9%	No
FRMD1		1	1	109	0.9%	No
FTSJ3		1	1	109	0.9%	No
FRMD5		1	1	109	0.9%	No
OLFM2		1	1	109	0.9%	No
SLC9A4		1	1	109	0.9%	No
TXLNB		1	1	109	0.9%	No
SLC9A9		1	1	109	0.9%	No
DYDC2		1	1	109	0.9%	No
S100A4		1	1	109	0.9%	No
SNRNP200		1	1	109	0.9%	No
SQSTM1		2	2	109	1.8%	Yes
ANAPC1		2	2	109	1.8%	No
S100A7		1	1	109	0.9%	No
TACSTD2		1	1	109	0.9%	No
CYP19A1		1	1	109	0.9%	Yes
ATXN3		2	2	109	1.8%	No
SLCO1B1		1	1	109	0.9%	No
ATXN1		8	8	109	7.3%	No
SLCO1B3		1	1	109	0.9%	No
ZBTB18		1	1	109	0.9%	No
PTPRD		1	1	109	0.9%	Yes
PTPRE		1	1	109	0.9%	No
MLXIPL		2	2	109	1.8%	No
PTPRB		1	1	109	0.9%	Yes
RGCC		1	1	109	0.9%	No
GNL3L		1	1	109	0.9%	No
TMEM17		1	1	109	0.9%	No
UBLCP1		1	1	109	0.9%	No
SLCO1A2		2	2	109	1.8%	No
NFE2L3		2	2	109	1.8%	No
MYCBPAP		1	1	109	0.9%	No
NFE2L2		2	2	109	1.8%	Yes
HSP90AB1		1	1	109	0.9%	Yes
CRYBG3		1	1	109	0.9%	No
FLT4		1	1	109	0.9%	Yes
RASGRF2		3	3	109	2.8%	No
LRRK2		1	1	109	0.9%	Yes
RASGRF1		1	1	109	0.9%	No
LRRK1		2	2	109	1.8%	No
TSSK1B		1	1	109	0.9%	No
HUS1B		1	1	109	0.9%	No
PRB4		8	5	109	4.6%	No
NADK2		1	1	109	0.9%	No
ATP7B		3	3	109	2.8%	No
FCGR3B		4	4	109	3.7%	No
PRB2		2	2	109	1.8%	No
PMEPA1		1	1	109	0.9%	No
ERC1		1	1	109	0.9%	Yes
EDIL3		1	1	109	0.9%	No
CTNNBL1		1	1	109	0.9%	No
DIS3L2		1	1	109	0.9%	No
OVCH2		1	1	109	0.9%	No
KSR2		2	2	109	1.8%	Yes
PARD3B		1	1	109	0.9%	No
BIRC6		4	4	109	3.7%	No
SLC25A4		1	1	109	0.9%	No
L3MBTL4		1	1	109	0.9%	No
AHDC1		1	1	109	0.9%	No
R3HCC1L		2	2	109	1.8%	No
ITIH5		1	1	109	0.9%	No
ITIH3		1	1	109	0.9%	No
SEC23A		1	1	109	0.9%	No
